1 phase1 2 CMT like 1004 but diff. initial on V3,,0,.,2760.84241850239,0.188595,0,0.112992,0,0,0.0854714,0.0640717,7.98893,19.892,0.0650249,3.35627,123.566,1.18258,1.30879,1
1 phase1 2 CMT like 1004 but diff. initial on V3,RSE,0,.,2760.84241850239,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
2 phase1 2 CMT like 1004 but diff. initial on V3,,0,.,2198.50646580399,0.15732,0,0.176537,0,0,0.0950369,0.0658486,7.63673,24.1761,0.0705524,4.14105,97.4902,0.956565,2.36981,2
2 phase1 2 CMT like 1004 but diff. initial on V3,RSE,0,.,2198.50646580399,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
3 phase1 2 CMT like 1004 but diff. initial on V3,,0,.,2822.85680806125,0.150349,0,0.12542,0,0,0.0729088,0.0683954,9.15198,22.8034,0.0645346,3.21481,121.86,0.937231,1.88593,3
3 phase1 2 CMT like 1004 but diff. initial on V3,RSE,0,.,2822.85680806125,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
4 phase1 2 CMT like 1004 but diff. initial on V3,,0,.,2565.03538541116,0.185418,0,0.116769,0,0,0.12432,0.0668087,9.56138,20.9145,0.076007,3.77166,103.13,1.02867,1.47186,4
4 phase1 2 CMT like 1004 but diff. initial on V3,RSE,0,.,2565.03538541116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
5 phase1 2 CMT like 1004 but diff. initial on V3,,0,.,2380.04791390424,0.201776,0,0.123672,0,0,0.100495,0.0675455,8.36964,21.2404,0.0685654,3.69634,104.416,0.914796,1.97656,5
5 phase1 2 CMT like 1004 but diff. initial on V3,RSE,0,.,2380.04791390424,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
6 phase1 2 CMT like 1004 but diff. initial on V3,,0,.,2236.11480883602,0.180029,0,0.117827,0,0,0.101856,0.07829,9.09701,20.6853,0.0716118,3.89009,94.2567,1.07903,1.16319,6
6 phase1 2 CMT like 1004 but diff. initial on V3,RSE,0,.,2236.11480883602,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6
7 phase1 2 CMT like 1004 but diff. initial on V3,,0,.,2562.12486891296,0.327275,0,0.176644,0,0,0.0767474,0.0703442,10.0529,23.6788,0.0687462,4.43348,139.819,1.05855,1.78881,7
7 phase1 2 CMT like 1004 but diff. initial on V3,RSE,0,.,2562.12486891296,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7
8 phase1 2 CMT like 1004 but diff. initial on V3,,0,.,2388.93125222799,0.243006,0,0.11929,0,0,0.0763929,0.061677,8.21021,25.6328,0.0657621,4.08697,121.756,1.1265,2.37344,8
8 phase1 2 CMT like 1004 but diff. initial on V3,RSE,0,.,2388.93125222799,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8
9 phase1 2 CMT like 1004 but diff. initial on V3,,0,.,2493.49516645065,0.187825,0,0.147172,0,0,0.107854,0.0705496,9.34189,22.8651,0.067912,3.79509,92.3966,1.10189,1.59232,9
9 phase1 2 CMT like 1004 but diff. initial on V3,RSE,0,.,2493.49516645065,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9
10 phase1 2 CMT like 1004 but diff. initial on V3,,0,.,2734.99924992991,0.191492,0,0.0947485,0,0,0.0751036,0.0582831,9.85489,26.1078,0.0736399,4.41333,119.735,0.836765,1.85115,10
10 phase1 2 CMT like 1004 but diff. initial on V3,RSE,0,.,2734.99924992991,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10
11 phase1 2 CMT like 1004 but diff. initial on V3,,0,.,2757.2423329719,0.188275,0,0.0455356,0,0,0.110099,0.0482248,7.19161,25.1065,0.0821139,4.72224,99.5872,1.08031,1.87728,11
11 phase1 2 CMT like 1004 but diff. initial on V3,RSE,0,.,2757.2423329719,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11
12 phase1 2 CMT like 1004 but diff. initial on V3,,0,.,2762.70845751241,0.19789,0,0.158397,0,0,0.0926469,0.0643828,8.19378,22.8054,0.0644377,3.35374,121.656,1.36556,1.83354,12
12 phase1 2 CMT like 1004 but diff. initial on V3,RSE,0,.,2762.70845751241,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12
