"","tool","run","parameter","moment","value"
"7627","nm7","247","prob","text","247 phase1 2 CMT like 1004 but diff. initial on V3"
"7628","nm7","247","min","status","0"
"7629","nm7","247","ofv","estimate","2566.13000566747"
"7630","nm7","247","OMEGA1.1","estimate","0.218045"
"7631","nm7","247","OMEGA1.1","prse",NA
"7632","nm7","247","OMEGA2.1","estimate","0"
"7633","nm7","247","OMEGA2.1","prse",NA
"7634","nm7","247","OMEGA2.2","estimate","0.127529"
"7635","nm7","247","OMEGA2.2","prse",NA
"7636","nm7","247","OMEGA3.1","estimate","0"
"7637","nm7","247","OMEGA3.1","prse",NA
"7638","nm7","247","OMEGA3.2","estimate","0"
"7639","nm7","247","OMEGA3.2","prse",NA
"7640","nm7","247","OMEGA3.3","estimate","0.0860202"
"7641","nm7","247","OMEGA3.3","prse",NA
"7642","nm7","247","SIGMA1.1","estimate","0.0560997"
"7643","nm7","247","SIGMA1.1","prse",NA
"7644","nm7","247","THETA1","estimate","9.5869"
"7645","nm7","247","THETA1","prse",NA
"7646","nm7","247","THETA2","estimate","22.0962"
"7647","nm7","247","THETA2","prse",NA
"7648","nm7","247","THETA3","estimate","0.0715038"
"7649","nm7","247","THETA3","prse",NA
"7650","nm7","247","THETA4","estimate","3.73654"
"7651","nm7","247","THETA4","prse",NA
"7652","nm7","247","THETA5","estimate","99.0601"
"7653","nm7","247","THETA5","prse",NA
"7654","nm7","247","THETA6","estimate","1.04318"
"7655","nm7","247","THETA6","prse",NA
"7656","nm7","247","THETA7","estimate","1.08713"
"7657","nm7","247","THETA7","prse",NA
"7658","nm7","248","prob","text","248 phase1 2 CMT like 1004 but diff. initial on V3"
"7659","nm7","248","min","status","0"
"7660","nm7","248","ofv","estimate","2569.95573178954"
"7661","nm7","248","OMEGA1.1","estimate","0.164313"
"7662","nm7","248","OMEGA1.1","prse",NA
"7663","nm7","248","OMEGA2.1","estimate","0"
"7664","nm7","248","OMEGA2.1","prse",NA
"7665","nm7","248","OMEGA2.2","estimate","0.192188"
"7666","nm7","248","OMEGA2.2","prse",NA
"7667","nm7","248","OMEGA3.1","estimate","0"
"7668","nm7","248","OMEGA3.1","prse",NA
"7669","nm7","248","OMEGA3.2","estimate","0"
"7670","nm7","248","OMEGA3.2","prse",NA
"7671","nm7","248","OMEGA3.3","estimate","0.0892326"
"7672","nm7","248","OMEGA3.3","prse",NA
"7673","nm7","248","SIGMA1.1","estimate","0.0792905"
"7674","nm7","248","SIGMA1.1","prse",NA
"7675","nm7","248","THETA1","estimate","9.69157"
"7676","nm7","248","THETA1","prse",NA
"7677","nm7","248","THETA2","estimate","20.7117"
"7678","nm7","248","THETA2","prse",NA
"7679","nm7","248","THETA3","estimate","0.0586734"
"7680","nm7","248","THETA3","prse",NA
"7681","nm7","248","THETA4","estimate","3.40709"
"7682","nm7","248","THETA4","prse",NA
"7683","nm7","248","THETA5","estimate","176.366"
"7684","nm7","248","THETA5","prse",NA
"7685","nm7","248","THETA6","estimate","0.99826"
"7686","nm7","248","THETA6","prse",NA
"7687","nm7","248","THETA7","estimate","1.47998"
"7688","nm7","248","THETA7","prse",NA
"7689","nm7","249","prob","text","249 phase1 2 CMT like 1004 but diff. initial on V3"
"7690","nm7","249","min","status","0"
"7691","nm7","249","ofv","estimate","2323.47591478479"
"7692","nm7","249","OMEGA1.1","estimate","0.13714"
"7693","nm7","249","OMEGA1.1","prse",NA
"7694","nm7","249","OMEGA2.1","estimate","0"
"7695","nm7","249","OMEGA2.1","prse",NA
"7696","nm7","249","OMEGA2.2","estimate","0.0965357"
"7697","nm7","249","OMEGA2.2","prse",NA
"7698","nm7","249","OMEGA3.1","estimate","0"
"7699","nm7","249","OMEGA3.1","prse",NA
"7700","nm7","249","OMEGA3.2","estimate","0"
"7701","nm7","249","OMEGA3.2","prse",NA
"7702","nm7","249","OMEGA3.3","estimate","0.100988"
"7703","nm7","249","OMEGA3.3","prse",NA
"7704","nm7","249","SIGMA1.1","estimate","0.0571943"
"7705","nm7","249","SIGMA1.1","prse",NA
"7706","nm7","249","THETA1","estimate","8.48204"
"7707","nm7","249","THETA1","prse",NA
"7708","nm7","249","THETA2","estimate","22.0383"
"7709","nm7","249","THETA2","prse",NA
"7710","nm7","249","THETA3","estimate","0.0693203"
"7711","nm7","249","THETA3","prse",NA
"7712","nm7","249","THETA4","estimate","3.93548"
"7713","nm7","249","THETA4","prse",NA
"7714","nm7","249","THETA5","estimate","154.205"
"7715","nm7","249","THETA5","prse",NA
"7716","nm7","249","THETA6","estimate","1.09884"
"7717","nm7","249","THETA6","prse",NA
"7718","nm7","249","THETA7","estimate","1.21501"
"7719","nm7","249","THETA7","prse",NA
"7720","nm7","250","prob","text","250 phase1 2 CMT like 1004 but diff. initial on V3"
"7721","nm7","250","min","status","0"
"7722","nm7","250","ofv","estimate","2617.24229169653"
"7723","nm7","250","OMEGA1.1","estimate","0.143219"
"7724","nm7","250","OMEGA1.1","prse",NA
"7725","nm7","250","OMEGA2.1","estimate","0"
"7726","nm7","250","OMEGA2.1","prse",NA
"7727","nm7","250","OMEGA2.2","estimate","0.128524"
"7728","nm7","250","OMEGA2.2","prse",NA
"7729","nm7","250","OMEGA3.1","estimate","0"
"7730","nm7","250","OMEGA3.1","prse",NA
"7731","nm7","250","OMEGA3.2","estimate","0"
"7732","nm7","250","OMEGA3.2","prse",NA
"7733","nm7","250","OMEGA3.3","estimate","0.0916439"
"7734","nm7","250","OMEGA3.3","prse",NA
"7735","nm7","250","SIGMA1.1","estimate","0.0606167"
"7736","nm7","250","SIGMA1.1","prse",NA
"7737","nm7","250","THETA1","estimate","8.36517"
"7738","nm7","250","THETA1","prse",NA
"7739","nm7","250","THETA2","estimate","19.5561"
"7740","nm7","250","THETA2","prse",NA
"7741","nm7","250","THETA3","estimate","0.0654765"
"7742","nm7","250","THETA3","prse",NA
"7743","nm7","250","THETA4","estimate","3.27404"
"7744","nm7","250","THETA4","prse",NA
"7745","nm7","250","THETA5","estimate","95.1853"
"7746","nm7","250","THETA5","prse",NA
"7747","nm7","250","THETA6","estimate","0.901806"
"7748","nm7","250","THETA6","prse",NA
"7749","nm7","250","THETA7","estimate","1.78033"
"7750","nm7","250","THETA7","prse",NA
"7751","nm7","251","prob","text","251 phase1 2 CMT like 1004 but diff. initial on V3"
"7752","nm7","251","min","status","0"
"7753","nm7","251","ofv","estimate","2233.81915679378"
"7754","nm7","251","OMEGA1.1","estimate","0.182223"
"7755","nm7","251","OMEGA1.1","prse",NA
"7756","nm7","251","OMEGA2.1","estimate","0"
"7757","nm7","251","OMEGA2.1","prse",NA
"7758","nm7","251","OMEGA2.2","estimate","0.134919"
"7759","nm7","251","OMEGA2.2","prse",NA
"7760","nm7","251","OMEGA3.1","estimate","0"
"7761","nm7","251","OMEGA3.1","prse",NA
"7762","nm7","251","OMEGA3.2","estimate","0"
"7763","nm7","251","OMEGA3.2","prse",NA
"7764","nm7","251","OMEGA3.3","estimate","0.144383"
"7765","nm7","251","OMEGA3.3","prse",NA
"7766","nm7","251","SIGMA1.1","estimate","0.0684634"
"7767","nm7","251","SIGMA1.1","prse",NA
"7768","nm7","251","THETA1","estimate","7.62426"
"7769","nm7","251","THETA1","prse",NA
"7770","nm7","251","THETA2","estimate","21.6206"
"7771","nm7","251","THETA2","prse",NA
"7772","nm7","251","THETA3","estimate","0.075008"
"7773","nm7","251","THETA3","prse",NA
"7774","nm7","251","THETA4","estimate","4.50553"
"7775","nm7","251","THETA4","prse",NA
"7776","nm7","251","THETA5","estimate","100.127"
"7777","nm7","251","THETA5","prse",NA
"7778","nm7","251","THETA6","estimate","0.93451"
"7779","nm7","251","THETA6","prse",NA
"7780","nm7","251","THETA7","estimate","1.96882"
"7781","nm7","251","THETA7","prse",NA
"7782","nm7","252","prob","text","252 phase1 2 CMT like 1004 but diff. initial on V3"
"7783","nm7","252","min","status","0"
"7784","nm7","252","ofv","estimate","2473.37227492045"
"7785","nm7","252","OMEGA1.1","estimate","0.196719"
"7786","nm7","252","OMEGA1.1","prse",NA
"7787","nm7","252","OMEGA2.1","estimate","0"
"7788","nm7","252","OMEGA2.1","prse",NA
"7789","nm7","252","OMEGA2.2","estimate","0.105288"
"7790","nm7","252","OMEGA2.2","prse",NA
"7791","nm7","252","OMEGA3.1","estimate","0"
"7792","nm7","252","OMEGA3.1","prse",NA
"7793","nm7","252","OMEGA3.2","estimate","0"
"7794","nm7","252","OMEGA3.2","prse",NA
"7795","nm7","252","OMEGA3.3","estimate","0.122908"
"7796","nm7","252","OMEGA3.3","prse",NA
"7797","nm7","252","SIGMA1.1","estimate","0.0754225"
"7798","nm7","252","SIGMA1.1","prse",NA
"7799","nm7","252","THETA1","estimate","8.58401"
"7800","nm7","252","THETA1","prse",NA
"7801","nm7","252","THETA2","estimate","20.0525"
"7802","nm7","252","THETA2","prse",NA
"7803","nm7","252","THETA3","estimate","0.0628692"
"7804","nm7","252","THETA3","prse",NA
"7805","nm7","252","THETA4","estimate","3.48163"
"7806","nm7","252","THETA4","prse",NA
"7807","nm7","252","THETA5","estimate","114.875"
"7808","nm7","252","THETA5","prse",NA
"7809","nm7","252","THETA6","estimate","1.27624"
"7810","nm7","252","THETA6","prse",NA
"7811","nm7","252","THETA7","estimate","1.09304"
"7812","nm7","252","THETA7","prse",NA
"7813","nm7","253","prob","text","253 phase1 2 CMT like 1004 but diff. initial on V3"
"7814","nm7","253","min","status","0"
"7815","nm7","253","ofv","estimate","2499.22476249004"
"7816","nm7","253","OMEGA1.1","estimate","0.116545"
"7817","nm7","253","OMEGA1.1","prse",NA
"7818","nm7","253","OMEGA2.1","estimate","0"
"7819","nm7","253","OMEGA2.1","prse",NA
"7820","nm7","253","OMEGA2.2","estimate","0.117461"
"7821","nm7","253","OMEGA2.2","prse",NA
"7822","nm7","253","OMEGA3.1","estimate","0"
"7823","nm7","253","OMEGA3.1","prse",NA
"7824","nm7","253","OMEGA3.2","estimate","0"
"7825","nm7","253","OMEGA3.2","prse",NA
"7826","nm7","253","OMEGA3.3","estimate","0.107298"
"7827","nm7","253","OMEGA3.3","prse",NA
"7828","nm7","253","SIGMA1.1","estimate","0.0744266"
"7829","nm7","253","SIGMA1.1","prse",NA
"7830","nm7","253","THETA1","estimate","9.49272"
"7831","nm7","253","THETA1","prse",NA
"7832","nm7","253","THETA2","estimate","19.9477"
"7833","nm7","253","THETA2","prse",NA
"7834","nm7","253","THETA3","estimate","0.057682"
"7835","nm7","253","THETA3","prse",NA
"7836","nm7","253","THETA4","estimate","3.02841"
"7837","nm7","253","THETA4","prse",NA
"7838","nm7","253","THETA5","estimate","101.098"
"7839","nm7","253","THETA5","prse",NA
"7840","nm7","253","THETA6","estimate","0.814494"
"7841","nm7","253","THETA6","prse",NA
"7842","nm7","253","THETA7","estimate","1.47941"
"7843","nm7","253","THETA7","prse",NA
"7844","nm7","254","prob","text","254 phase1 2 CMT like 1004 but diff. initial on V3"
"7845","nm7","254","min","status","0"
"7846","nm7","254","ofv","estimate","2423.05677131829"
"7847","nm7","254","OMEGA1.1","estimate","0.0856274"
"7848","nm7","254","OMEGA1.1","prse",NA
"7849","nm7","254","OMEGA2.1","estimate","0"
"7850","nm7","254","OMEGA2.1","prse",NA
"7851","nm7","254","OMEGA2.2","estimate","0.0710156"
"7852","nm7","254","OMEGA2.2","prse",NA
"7853","nm7","254","OMEGA3.1","estimate","0"
"7854","nm7","254","OMEGA3.1","prse",NA
"7855","nm7","254","OMEGA3.2","estimate","0"
"7856","nm7","254","OMEGA3.2","prse",NA
"7857","nm7","254","OMEGA3.3","estimate","0.144785"
"7858","nm7","254","OMEGA3.3","prse",NA
"7859","nm7","254","SIGMA1.1","estimate","0.0546249"
"7860","nm7","254","SIGMA1.1","prse",NA
"7861","nm7","254","THETA1","estimate","9.1568"
"7862","nm7","254","THETA1","prse",NA
"7863","nm7","254","THETA2","estimate","23.4002"
"7864","nm7","254","THETA2","prse",NA
"7865","nm7","254","THETA3","estimate","0.0805668"
"7866","nm7","254","THETA3","prse",NA
"7867","nm7","254","THETA4","estimate","4.74153"
"7868","nm7","254","THETA4","prse",NA
"7869","nm7","254","THETA5","estimate","97.2616"
"7870","nm7","254","THETA5","prse",NA
"7871","nm7","254","THETA6","estimate","0.920091"
"7872","nm7","254","THETA6","prse",NA
"7873","nm7","254","THETA7","estimate","0.767934"
"7874","nm7","254","THETA7","prse",NA
"7875","nm7","255","prob","text","255 phase1 2 CMT like 1004 but diff. initial on V3"
"7876","nm7","255","min","status","0"
"7877","nm7","255","ofv","estimate","2270.56175796648"
"7878","nm7","255","OMEGA1.1","estimate","0.156812"
"7879","nm7","255","OMEGA1.1","prse",NA
"7880","nm7","255","OMEGA2.1","estimate","0"
"7881","nm7","255","OMEGA2.1","prse",NA
"7882","nm7","255","OMEGA2.2","estimate","0.125804"
"7883","nm7","255","OMEGA2.2","prse",NA
"7884","nm7","255","OMEGA3.1","estimate","0"
"7885","nm7","255","OMEGA3.1","prse",NA
"7886","nm7","255","OMEGA3.2","estimate","0"
"7887","nm7","255","OMEGA3.2","prse",NA
"7888","nm7","255","OMEGA3.3","estimate","0.102687"
"7889","nm7","255","OMEGA3.3","prse",NA
"7890","nm7","255","SIGMA1.1","estimate","0.0690209"
"7891","nm7","255","SIGMA1.1","prse",NA
"7892","nm7","255","THETA1","estimate","8.42281"
"7893","nm7","255","THETA1","prse",NA
"7894","nm7","255","THETA2","estimate","21.6124"
"7895","nm7","255","THETA2","prse",NA
"7896","nm7","255","THETA3","estimate","0.0714003"
"7897","nm7","255","THETA3","prse",NA
"7898","nm7","255","THETA4","estimate","3.78272"
"7899","nm7","255","THETA4","prse",NA
"7900","nm7","255","THETA5","estimate","109.775"
"7901","nm7","255","THETA5","prse",NA
"7902","nm7","255","THETA6","estimate","0.939841"
"7903","nm7","255","THETA6","prse",NA
"7904","nm7","255","THETA7","estimate","1.76577"
"7905","nm7","255","THETA7","prse",NA
"7906","nm7","256","prob","text","256 phase1 2 CMT like 1004 but diff. initial on V3"
"7907","nm7","256","min","status","0"
"7908","nm7","256","ofv","estimate","2161.05027004837"
"7909","nm7","256","OMEGA1.1","estimate","0.189956"
"7910","nm7","256","OMEGA1.1","prse",NA
"7911","nm7","256","OMEGA2.1","estimate","0"
"7912","nm7","256","OMEGA2.1","prse",NA
"7913","nm7","256","OMEGA2.2","estimate","0.0966287"
"7914","nm7","256","OMEGA2.2","prse",NA
"7915","nm7","256","OMEGA3.1","estimate","0"
"7916","nm7","256","OMEGA3.1","prse",NA
"7917","nm7","256","OMEGA3.2","estimate","0"
"7918","nm7","256","OMEGA3.2","prse",NA
"7919","nm7","256","OMEGA3.3","estimate","0.105171"
"7920","nm7","256","OMEGA3.3","prse",NA
"7921","nm7","256","SIGMA1.1","estimate","0.0724407"
"7922","nm7","256","SIGMA1.1","prse",NA
"7923","nm7","256","THETA1","estimate","8.24058"
"7924","nm7","256","THETA1","prse",NA
"7925","nm7","256","THETA2","estimate","20.6895"
"7926","nm7","256","THETA2","prse",NA
"7927","nm7","256","THETA3","estimate","0.0695472"
"7928","nm7","256","THETA3","prse",NA
"7929","nm7","256","THETA4","estimate","3.81431"
"7930","nm7","256","THETA4","prse",NA
"7931","nm7","256","THETA5","estimate","99.7787"
"7932","nm7","256","THETA5","prse",NA
"7933","nm7","256","THETA6","estimate","1.089"
"7934","nm7","256","THETA6","prse",NA
"7935","nm7","256","THETA7","estimate","1.61509"
"7936","nm7","256","THETA7","prse",NA
"7937","nm7","257","prob","text","257 phase1 2 CMT like 1004 but diff. initial on V3"
"7938","nm7","257","min","status","0"
"7939","nm7","257","ofv","estimate","2565.77869760149"
"7940","nm7","257","OMEGA1.1","estimate","0.280204"
"7941","nm7","257","OMEGA1.1","prse",NA
"7942","nm7","257","OMEGA2.1","estimate","0"
"7943","nm7","257","OMEGA2.1","prse",NA
"7944","nm7","257","OMEGA2.2","estimate","0.176701"
"7945","nm7","257","OMEGA2.2","prse",NA
"7946","nm7","257","OMEGA3.1","estimate","0"
"7947","nm7","257","OMEGA3.1","prse",NA
"7948","nm7","257","OMEGA3.2","estimate","0"
"7949","nm7","257","OMEGA3.2","prse",NA
"7950","nm7","257","OMEGA3.3","estimate","0.125102"
"7951","nm7","257","OMEGA3.3","prse",NA
"7952","nm7","257","SIGMA1.1","estimate","0.068536"
"7953","nm7","257","SIGMA1.1","prse",NA
"7954","nm7","257","THETA1","estimate","6.83996"
"7955","nm7","257","THETA1","prse",NA
"7956","nm7","257","THETA2","estimate","20.5558"
"7957","nm7","257","THETA2","prse",NA
"7958","nm7","257","THETA3","estimate","0.0582205"
"7959","nm7","257","THETA3","prse",NA
"7960","nm7","257","THETA4","estimate","4.03082"
"7961","nm7","257","THETA4","prse",NA
"7962","nm7","257","THETA5","estimate","229.036"
"7963","nm7","257","THETA5","prse",NA
"7964","nm7","257","THETA6","estimate","0.952356"
"7965","nm7","257","THETA6","prse",NA
"7966","nm7","257","THETA7","estimate","2.17268"
"7967","nm7","257","THETA7","prse",NA
"7968","nm7","258","prob","text","258 phase1 2 CMT like 1004 but diff. initial on V3"
"7969","nm7","258","min","status","0"
"7970","nm7","258","ofv","estimate","2182.74370551194"
"7971","nm7","258","OMEGA1.1","estimate","0.11843"
"7972","nm7","258","OMEGA1.1","prse",NA
"7973","nm7","258","OMEGA2.1","estimate","0"
"7974","nm7","258","OMEGA2.1","prse",NA
"7975","nm7","258","OMEGA2.2","estimate","0.126407"
"7976","nm7","258","OMEGA2.2","prse",NA
"7977","nm7","258","OMEGA3.1","estimate","0"
"7978","nm7","258","OMEGA3.1","prse",NA
"7979","nm7","258","OMEGA3.2","estimate","0"
"7980","nm7","258","OMEGA3.2","prse",NA
"7981","nm7","258","OMEGA3.3","estimate","0.129196"
"7982","nm7","258","OMEGA3.3","prse",NA
"7983","nm7","258","SIGMA1.1","estimate","0.0646983"
"7984","nm7","258","SIGMA1.1","prse",NA
"7985","nm7","258","THETA1","estimate","7.07118"
"7986","nm7","258","THETA1","prse",NA
"7987","nm7","258","THETA2","estimate","25.017"
"7988","nm7","258","THETA2","prse",NA
"7989","nm7","258","THETA3","estimate","0.0735213"
"7990","nm7","258","THETA3","prse",NA
"7991","nm7","258","THETA4","estimate","4.5495"
"7992","nm7","258","THETA4","prse",NA
"7993","nm7","258","THETA5","estimate","102.345"
"7994","nm7","258","THETA5","prse",NA
"7995","nm7","258","THETA6","estimate","0.981534"
"7996","nm7","258","THETA6","prse",NA
"7997","nm7","258","THETA7","estimate","2.64196"
"7998","nm7","258","THETA7","prse",NA
"7999","nm7","259","prob","text","259 phase1 2 CMT like 1004 but diff. initial on V3"
"8000","nm7","259","min","status","0"
"8001","nm7","259","ofv","estimate","3062.71007975948"
"8002","nm7","259","OMEGA1.1","estimate","0.177704"
"8003","nm7","259","OMEGA1.1","prse",NA
"8004","nm7","259","OMEGA2.1","estimate","0"
"8005","nm7","259","OMEGA2.1","prse",NA
"8006","nm7","259","OMEGA2.2","estimate","0.187133"
"8007","nm7","259","OMEGA2.2","prse",NA
"8008","nm7","259","OMEGA3.1","estimate","0"
"8009","nm7","259","OMEGA3.1","prse",NA
"8010","nm7","259","OMEGA3.2","estimate","0"
"8011","nm7","259","OMEGA3.2","prse",NA
"8012","nm7","259","OMEGA3.3","estimate","0.0825153"
"8013","nm7","259","OMEGA3.3","prse",NA
"8014","nm7","259","SIGMA1.1","estimate","0.0731818"
"8015","nm7","259","SIGMA1.1","prse",NA
"8016","nm7","259","THETA1","estimate","7.75896"
"8017","nm7","259","THETA1","prse",NA
"8018","nm7","259","THETA2","estimate","19.634"
"8019","nm7","259","THETA2","prse",NA
"8020","nm7","259","THETA3","estimate","0.0603321"
"8021","nm7","259","THETA3","prse",NA
"8022","nm7","259","THETA4","estimate","3.23333"
"8023","nm7","259","THETA4","prse",NA
"8024","nm7","259","THETA5","estimate","148.405"
"8025","nm7","259","THETA5","prse",NA
"8026","nm7","259","THETA6","estimate","0.946662"
"8027","nm7","259","THETA6","prse",NA
"8028","nm7","259","THETA7","estimate","2.17251"
"8029","nm7","259","THETA7","prse",NA
"8030","nm7","260","prob","text","260 phase1 2 CMT like 1004 but diff. initial on V3"
"8031","nm7","260","min","status","0"
"8032","nm7","260","ofv","estimate","2452.84877300094"
"8033","nm7","260","OMEGA1.1","estimate","0.178742"
"8034","nm7","260","OMEGA1.1","prse",NA
"8035","nm7","260","OMEGA2.1","estimate","0"
"8036","nm7","260","OMEGA2.1","prse",NA
"8037","nm7","260","OMEGA2.2","estimate","0.143613"
"8038","nm7","260","OMEGA2.2","prse",NA
"8039","nm7","260","OMEGA3.1","estimate","0"
"8040","nm7","260","OMEGA3.1","prse",NA
"8041","nm7","260","OMEGA3.2","estimate","0"
"8042","nm7","260","OMEGA3.2","prse",NA
"8043","nm7","260","OMEGA3.3","estimate","0.128433"
"8044","nm7","260","OMEGA3.3","prse",NA
"8045","nm7","260","SIGMA1.1","estimate","0.071318"
"8046","nm7","260","SIGMA1.1","prse",NA
"8047","nm7","260","THETA1","estimate","7.73179"
"8048","nm7","260","THETA1","prse",NA
"8049","nm7","260","THETA2","estimate","19.5531"
"8050","nm7","260","THETA2","prse",NA
"8051","nm7","260","THETA3","estimate","0.069367"
"8052","nm7","260","THETA3","prse",NA
"8053","nm7","260","THETA4","estimate","3.75181"
"8054","nm7","260","THETA4","prse",NA
"8055","nm7","260","THETA5","estimate","96.4025"
"8056","nm7","260","THETA5","prse",NA
"8057","nm7","260","THETA6","estimate","1.27697"
